Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,CEST,COTO,ADTO,UNTO,ININ,UNQU,TATO,GRTO,GRGR
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,2/11/2019,10:39,Credit card,231.12,4.761904762,11.556,7.2,25.680000000000003,0.9523809523809524,0.019622479198602254,0.9523809523809524,0.4120720631706473,25.680000000000003,0.047619047619047616,0.019622479198602254,0.4120720631706473
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.352,154.392,1/15/2019,13:41,Ewallet,147.04,4.761904762,7.352,4.6,36.76,0.9523809523809523,0.030842950165811702,0.9523809523809523,0.6477019534820457,36.76,0.04761904761904762,0.030842950165811702,0.6477019534820457
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,829.71,3/16/2019,19:08,Cash,790.2,4.761904762,39.51,9.2,9.755555555555555,0.9523809523809524,0.0057392399296139615,0.9523809523809524,0.12052403852189321,9.755555555555555,0.047619047619047616,0.0057392399296139615,0.12052403852189321
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,1/26/2019,20:23,Ewallet,102.2,4.761904762,5.11,5.7,6.3875,0.9523809523809524,0.04437521910353183,0.9523809523809524,0.9318796011741683,6.3875,0.04761904761904762,0.04437521910353183,0.9318796011741683
831-07-6050,A,Yangon,Normal,Male,Electronic accessories,32.71,5,8.1775,171.7275,3/19/2019,11:30,Credit card,163.55,4.761904762,8.1775,9.9,6.542,0.9523809523809524,0.027729424594197204,0.9523809523809524,0.5823179164781412,6.542,0.04761904761904762,0.027729424594197204,0.5823179164781412
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.7145,78.0045,1/13/2019,19:30,Cash,74.29,4.761904762,3.7145,5.0,74.29,0.9523809523809526,0.061046539135562704,0.9523809523809526,1.2819773218468167,74.29,0.04761904761904762,0.061046539135562704,1.2819773218468167
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.7,2,4.37,91.77,3/26/2019,18:03,Cash,87.4,4.761904762,4.37,4.9,21.85,0.9523809523809524,0.05188955826522829,0.9523809523809524,1.089680723569794,21.85,0.04761904761904762,0.05188955826522829,1.089680723569794
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.29,1,1.2645,26.5545,3/23/2019,10:13,Ewallet,25.29,4.761904762,1.2645,6.1,25.29,0.9523809523809523,0.17932571737370315,0.9523809523809523,3.765840064847766,25.29,0.047619047619047616,0.17932571737370315,3.765840064847766
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,174.3,3/12/2019,19:58,Credit card,166.0,4.761904762,8.3,8.2,10.375,0.9523809523809523,0.027320165014343086,0.9523809523809523,0.5737234653012048,10.375,0.04761904761904762,0.027320165014343086,0.5737234653012048
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,2/17/2019,19:57,Credit card,356.95,4.761904762,17.8475,5.5,14.278,0.9523809523809523,0.012705273546381714,0.9523809523809523,0.266810744474016,14.278,0.047619047619047616,0.012705273546381714,0.266810744474016
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.745,120.645,1/29/2019,10:01,Credit card,114.9,4.761904762,5.745,6.8,3.1916666666666664,0.9523809523809524,0.039470386356666255,0.9523809523809524,0.8288781134899913,3.1916666666666664,0.04761904761904762,0.039470386356666255,0.8288781134899913
542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.49,4,11.498,241.458,3/15/2019,11:57,Cash,229.96,4.761904762,11.498,6.6,14.3725,0.9523809523809524,0.0197214619602581,0.9523809523809524,0.41415070116542013,14.3725,0.047619047619047616,0.0197214619602581,0.41415070116542013
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.4935,451.3635,1/14/2019,10:02,Cash,429.87,4.761904762,21.4935,9.8,8.772857142857143,0.9523809523809524,0.010550043949056582,0.9523809523809524,0.22155092293018822,8.772857142857143,0.04761904761904762,0.010550043949056582,0.22155092293018822
875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,271.95,2/6/2019,14:51,Ewallet,259.0,4.761904762,12.95,8.7,2.59,0.9523809523809524,0.01751022159220445,0.9523809523809524,0.3677146534362935,2.59,0.047619047619047616,0.01751022159220445,0.3677146534362935
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.4425,93.2925,2/15/2019,12:42,Credit card,88.85,4.761904762,4.4425,5.4,3.554,0.9523809523809523,0.051042739362756925,0.9523809523809523,1.0718975266178954,3.554,0.047619047619047616,0.051042739362756925,1.0718975266178954
749-24-1565,A,Yangon,Normal,Female,Health and beauty,23.03,9,10.3635,217.6335,1/3/2019,12:02,Ewallet,207.27,4.761904762,10.3635,7.9,2.558888888888889,0.9523809523809524,0.021880384968306812,0.9523809523809524,0.45948808433444305,2.558888888888889,0.04761904761904762,0.021880384968306812,0.45948808433444305
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,66.65,9,29.9925,629.8425,1/4/2019,18:19,Credit card,599.85,4.761904762,29.9925,9.7,7.405555555555556,0.9523809523809524,0.007560469104577733,0.9523809523809524,0.15876985119613238,7.405555555555556,0.04761904761904762,0.007560469104577733,0.15876985119613238
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,3/18/2019,17:38,Ewallet,285.3,4.761904762,14.265,7.8,2.853,0.9523809523809524,0.015896065167826684,0.9523809523809524,0.33381736852436034,2.853,0.04761904761904762,0.015896065167826684,0.33381736852436034
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.5555,95.6655,3/28/2019,13:41,Ewallet,91.11,4.761904762,4.5555,5.1,10.123333333333333,0.9523809523809524,0.04977661499704701,0.9523809523809524,1.045308914937987,10.123333333333333,0.04761904761904762,0.04977661499704701,1.045308914937987
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485,3/2/2019,19:42,Credit card,897.57,4.761904762,44.8785,6.5,11.081111111111111,0.9523809523809524,0.005052694934524274,0.9523809523809524,0.10610659362500975,11.081111111111111,0.04761904761904762,0.005052694934524274,0.10610659362500975
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,1/25/2019,20:24,Ewallet,236.07,4.761904762,11.8035,5.9,2.9144444444444444,0.9523809523809523,0.01921102805261555,0.9523809523809523,0.40343158910492655,2.9144444444444444,0.047619047619047616,0.01921102805261555,0.40343158910492655
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.967,881.307,1/16/2019,18:08,Cash,839.34,4.761904762,41.967,8.8,10.362222222222222,0.9523809523809524,0.005403230386233174,0.9523809523809524,0.11346783811089667,10.362222222222222,0.047619047619047616,0.005403230386233174,0.11346783811089667
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,3/20/2019,19:17,Ewallet,461.8,4.761904762,23.09,4.9,18.472,0.9523809523809524,0.009820587683804576,0.9523809523809524,0.20623234135989607,18.472,0.04761904761904762,0.009820587683804576,0.20623234135989607
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.42,3,6.963,146.223,1/4/2019,13:24,Credit card,139.26,4.761904762,6.963,4.4,15.473333333333334,0.9523809523809522,0.03256604475356134,0.9523809523809522,0.6838869398247882,15.473333333333334,0.047619047619047616,0.03256604475356134,0.6838869398247882
891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61,7,10.3635,217.6335,3/11/2019,15:53,Cash,207.27,4.761904762,10.3635,6.5,4.2299999999999995,0.9523809523809524,0.021880384968306812,0.9523809523809524,0.45948808433444305,4.2299999999999995,0.04761904761904762,0.021880384968306812,0.45948808433444305
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.914,19.194,3/22/2019,15:05,Credit card,18.28,4.761904762,0.914,8.3,18.28,0.9523809523809524,0.24809340220902368,0.9523809523809524,5.209961446389497,18.28,0.04761904761904762,0.24809340220902368,5.209961446389497
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,3/24/2019,18:27,Cash,123.85,4.761904762,6.1925,8.5,4.954,0.9523809523809524,0.03661806534017725,0.9523809523809524,0.7689793721437224,4.954,0.04761904761904762,0.03661806534017725,0.7689793721437224
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3,14.196,298.116,2/21/2019,16:55,Cash,283.92,4.761904762,14.196,5.5,31.546666666666667,0.9523809523809524,0.015973328375531674,0.9523809523809524,0.33543989588616513,31.546666666666667,0.04761904761904762,0.015973328375531674,0.33543989588616513
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,2/12/2019,12:58,Ewallet,758.96,4.761904762,37.948,8.7,11.85875,0.9523809523809524,0.005975476167888891,0.9523809523809524,0.12548499952566672,11.85875,0.047619047619047616,0.005975476167888891,0.12548499952566672
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3,8.601,180.621,3/10/2019,18:59,Credit card,172.02,4.761904762,8.601,7.9,19.113333333333333,0.9523809523809524,0.026364070412631977,0.9523809523809524,0.5536454786652715,19.113333333333333,0.04761904761904762,0.026364070412631977,0.5536454786652715
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,1/31/2019,13:44,Ewallet,272.1,4.761904762,13.605,6.1,7.558333333333334,0.9523809523809526,0.016667208351271418,0.9523809523809526,0.35001137537669974,7.558333333333334,0.04761904761904762,0.016667208351271418,0.35001137537669974
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7,21.728,456.288,3/6/2019,13:46,Ewallet,434.56,4.761904762,21.728,5.4,8.868571428571428,0.9523809523809523,0.01043618232782804,0.9523809523809523,0.2191598288843888,8.868571428571428,0.04761904761904762,0.01043618232782804,0.2191598288843888
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,2/17/2019,18:06,Cash,59.05,4.761904762,2.9525,9.4,2.362,0.9523809523809523,0.07680181866860208,0.9523809523809523,1.6128381920406436,2.362,0.04761904761904762,0.07680181866860208,1.6128381920406436
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2/21/2019,12:38,Cash,12.54,4.761904762,0.627,8.2,12.54,0.9523809523809523,0.36165449700007596,0.9523809523809523,7.594744437001595,12.54,0.047619047619047616,0.36165449700007596,7.594744437001595
213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25,2,4.325,90.825,3/20/2019,15:56,Cash,86.5,4.761904762,4.325,6.2,21.625,0.9523809523809523,0.052429449622901185,0.9523809523809523,1.1010184420809248,21.625,0.047619047619047616,0.052429449622901185,1.1010184420809248
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.716,183.036,1/11/2019,14:29,Credit card,174.32,4.761904762,8.716,9.7,43.58,0.9523809523809523,0.026016219552437773,0.9523809523809523,0.5463406106011933,43.58,0.047619047619047616,0.026016219552437773,0.5463406106011933
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,1/26/2019,19:14,Ewallet,624.33,4.761904762,31.2165,4.0,7.707777777777778,0.9523809523809524,0.007264022860315782,0.9523809523809524,0.15254448006663143,7.707777777777778,0.047619047619047616,0.007264022860315782,0.15254448006663143
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,155.652,1/31/2019,16:24,Ewallet,148.24,4.761904762,7.412,9.7,9.265,0.9523809523809526,0.030593277066790023,0.9523809523809526,0.6424588184025904,9.265,0.04761904761904762,0.030593277066790023,0.6424588184025904
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2/26/2019,10:52,Cash,544.2,4.761904762,27.21,5.3,15.116666666666667,0.9523809523809526,0.008333604175635709,0.9523809523809526,0.17500568768834987,15.116666666666667,0.04761904761904762,0.008333604175635709,0.17500568768834987
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.368,532.728,3/11/2019,12:55,Ewallet,507.36,4.761904762,25.368,7.4,7.9275,0.9523809523809524,0.008938716872400176,0.9523809523809524,0.1877130543204037,7.9275,0.04761904761904762,0.008938716872400176,0.1877130543204037
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,1/26/2019,19:28,Cash,162.74,4.761904762,8.137,6.5,40.685,0.9523809523809523,0.02786744127062156,0.9523809523809523,0.5852162666830527,40.685,0.047619047619047616,0.02786744127062156,0.5852162666830527
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,3/12/2019,13:52,Credit card,31.77,4.761904762,1.5885,8.7,3.53,0.9523809523809524,0.1427493670878487,0.9523809523809524,2.997736708844822,3.53,0.04761904761904762,0.1427493670878487,2.997736708844822
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,2/11/2019,10:54,Cash,756.81,4.761904762,37.8405,8.0,9.343333333333334,0.9523809523809523,0.005992451728149672,0.9523809523809523,0.1258414862911431,9.343333333333334,0.047619047619047616,0.005992451728149672,0.1258414862911431
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,14.764,310.044,2/21/2019,18:31,Cash,295.28,4.761904762,14.764,6.7,18.455,0.9523809523809523,0.015358803144069877,0.9523809523809523,0.3225348660254674,18.455,0.047619047619047616,0.015358803144069877,0.3225348660254674
157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,3/9/2019,18:24,Ewallet,519.4,4.761904762,25.97,6.5,5.194,0.9523809523809523,0.008731512114711114,0.9523809523809523,0.1833617544089334,5.194,0.047619047619047616,0.008731512114711114,0.1833617544089334
645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2,9.314,195.594,1/20/2019,18:09,Ewallet,186.28,4.761904762,9.314,4.1,46.57,0.9523809523809524,0.02434586317576204,0.9523809523809524,0.5112631266910028,46.57,0.04761904761904762,0.02434586317576204,0.5112631266910028
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,1/28/2019,15:16,Credit card,87.05,4.761904762,4.3525,4.9,3.482,0.9523809523809523,0.052098189458712835,0.9523809523809523,1.0940619786329697,3.482,0.047619047619047616,0.052098189458712835,1.0940619786329697
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.055,232.155,3/5/2019,17:07,Credit card,221.1,4.761904762,11.055,8.6,8.844,0.9523809523809523,0.020511747591049085,0.9523809523809523,0.4307466994120308,8.844,0.047619047619047616,0.020511747591049085,0.4307466994120308
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,3.305,69.405,3/2/2019,19:26,Cash,66.1,4.761904762,3.305,4.3,2.644,0.9523809523809523,0.06861039927959081,0.9523809523809523,1.440818384871407,2.644,0.04761904761904762,0.06861039927959081,1.440818384871407
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,1/11/2019,11:20,Ewallet,89.69,4.761904762,4.4845,4.9,89.69,0.9523809523809524,0.05056469386086468,0.9523809523809524,1.0618585710781583,89.69,0.047619047619047616,0.05056469386086468,1.0618585710781583
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,11.223,235.683,1/11/2019,16:49,Credit card,224.46,4.761904762,11.223,5.6,2.7711111111111113,0.9523809523809524,0.02020470191740601,0.9523809523809524,0.42429874026552616,2.7711111111111113,0.04761904761904762,0.02020470191740601,0.42429874026552616
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2,5.977,125.517,3/11/2019,12:01,Credit card,119.54,4.761904762,5.977,5.8,29.885,0.9523809523809524,0.03793832518304294,0.9523809523809524,0.7967048288439016,29.885,0.04761904761904762,0.03793832518304294,0.7967048288439016
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2/28/2019,18:37,Credit card,186.4,4.761904762,9.32,6.0,46.6,0.9523809523809524,0.024330189873288374,0.9523809523809524,0.5109339873390558,46.6,0.04761904761904762,0.024330189873288374,0.5109339873390558
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,1/5/2019,11:25,Cash,250.6,4.761904762,12.53,4.2,15.6625,0.9523809523809523,0.018097156394177784,0.9523809523809523,0.3800402842777335,15.6625,0.047619047619047616,0.018097156394177784,0.3800402842777335
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2/2/2019,18:42,Credit card,750.96,4.761904762,37.548,8.3,11.73375,0.9523809523809523,0.006039133099473943,0.9523809523809523,0.1268217950889528,11.73375,0.047619047619047616,0.006039133099473943,0.1268217950889528
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,1/1/2019,14:47,Cash,380.72,4.761904762,19.036,5.7,5.94875,0.9523809523809526,0.01191202824222776,0.9523809523809526,0.25015259308678295,5.94875,0.04761904761904762,0.01191202824222776,0.25015259308678295
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2/9/2019,19:43,Cash,244.2,4.761904762,12.21,4.8,27.133333333333336,0.9523809523809522,0.01857144714324714,0.9523809523809522,0.39000039000819003,27.133333333333336,0.047619047619047616,0.01857144714324714,0.39000039000819003
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,94.185,1/23/2019,14:04,Ewallet,89.7,4.761904762,4.485,6.8,3.588,0.9523809523809524,0.05055905677124808,0.9523809523809524,1.0617401921962095,3.588,0.04761904761904762,0.05055905677124808,1.0617401921962095
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4,15.544,326.424,1/7/2019,16:11,Credit card,310.88,4.761904762,15.544,8.8,19.43,0.9523809523809524,0.014588096347082325,0.9523809523809524,0.3063500232887288,19.43,0.04761904761904762,0.014588096347082325,0.3063500232887288
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,25.571,536.991,1/14/2019,19:06,Credit card,511.42,4.761904762,25.571,4.2,10.437142857142858,0.9523809523809524,0.008867755254743563,0.9523809523809524,0.1862228603496148,10.437142857142858,0.04761904761904762,0.008867755254743563,0.1862228603496148
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2/2/2019,15:34,Ewallet,418.95,4.761904762,20.9475,6.4,5.172222222222222,0.9523809523809524,0.01082503256326758,0.9523809523809524,0.22732568382861917,5.172222222222222,0.04761904761904762,0.01082503256326758,0.22732568382861917
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,369.495,3/17/2019,19:06,Credit card,351.9,4.761904762,17.595,8.4,3.5189999999999997,0.9523809523809523,0.01288760270639657,0.9523809523809523,0.27063965683432795,3.5189999999999997,0.047619047619047616,0.01288760270639657,0.27063965683432795
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,30.219,3/2/2019,19:44,Credit card,28.78,4.761904762,1.439,7.2,7.195,0.9523809523809523,0.15757982600350773,0.9523809523809523,3.3091763460736625,7.195,0.047619047619047616,0.15757982600350773,3.3091763460736625
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,3/16/2019,11:22,Cash,95.0,4.761904762,4.75,5.2,5.9375,0.9523809523809523,0.047738393604010027,0.9523809523809523,1.0025062656842105,5.9375,0.047619047619047616,0.047738393604010027,1.0025062656842105
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,1/6/2019,11:23,Cash,471.2,4.761904762,23.56,8.9,7.3625,0.9523809523809523,0.009624676129840732,0.9523809523809523,0.20211819872665537,7.3625,0.047619047619047616,0.009624676129840732,0.20211819872665537
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,137.004,1/29/2019,14:12,Cash,130.48,4.761904762,6.524,9.0,8.155,0.9523809523809523,0.034757414104697675,0.9523809523809523,0.7299056961986512,8.155,0.04761904761904762,0.034757414104697675,0.7299056961986512
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,1/31/2019,10:46,Credit card,66.35,4.761904762,3.3175,9.7,66.35,0.9523809523809522,0.06835188232676642,0.9523809523809522,1.435389528862095,66.35,0.047619047619047616,0.06835188232676642,1.435389528862095
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,2/5/2019,10:16,Ewallet,155.46,4.761904762,7.773,8.7,4.318333333333333,0.9523809523809524,0.02917243916364951,0.9523809523809524,0.6126212224366397,4.318333333333333,0.047619047619047616,0.02917243916364951,0.6126212224366397
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2/13/2019,12:38,Ewallet,129.0,4.761904762,6.45,6.5,8.0625,0.9523809523809524,0.03515618133628646,0.9523809523809524,0.7382798080620155,8.0625,0.04761904761904762,0.03515618133628646,0.7382798080620155
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2/7/2019,13:05,Credit card,263.76,4.761904762,13.188,6.9,16.485,0.9523809523809524,0.017194219716336643,0.9523809523809524,0.36107861404306946,16.485,0.04761904761904762,0.017194219716336643,0.36107861404306946
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,3/19/2019,13:25,Ewallet,675.54,4.761904762,33.777,6.2,8.34,0.9523809523809523,0.006713366184653688,0.9523809523809523,0.14098068987772747,8.34,0.04761904761904762,0.006713366184653688,0.14098068987772747
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,3/7/2019,14:53,Ewallet,65.8,4.761904762,3.29,5.6,4.1125,0.9523809523809523,0.06892321265016645,0.9523809523809523,1.4473874656534955,4.1125,0.047619047619047616,0.06892321265016645,1.4473874656534955
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,3/13/2019,19:22,Cash,153.2,4.761904762,7.66,5.7,9.575,0.9523809523809522,0.02960278976749969,0.9523809523809522,0.6216585851174935,9.575,0.047619047619047616,0.02960278976749969,0.6216585851174935
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,2/9/2019,11:00,Cash,222.4,4.761904762,11.12,4.2,2.2239999999999998,0.9523809523809523,0.02039184978588558,0.9523809523809523,0.4282288455035972,2.2239999999999998,0.047619047619047616,0.02039184978588558,0.4282288455035972
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2/26/2019,19:24,Ewallet,54.45,4.761904762,2.7225,7.9,54.45,0.9523809523809524,0.08329012658183568,0.9523809523809524,1.749092658218549,54.45,0.04761904761904762,0.08329012658183568,1.749092658218549
253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,3/12/2019,12:43,Credit card,688.8,4.761904762,34.44,8.7,14.057142857142859,0.9523809523809523,0.006584128037719153,0.9523809523809523,0.13826668879210222,14.057142857142859,0.047619047619047616,0.006584128037719153,0.13826668879210222
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,3/14/2019,17:22,Credit card,141.88,4.761904762,7.094,6.9,8.8675,0.9523809523809524,0.03196467009008284,0.9523809523809524,0.6712580718917395,8.8675,0.04761904761904762,0.03196467009008284,0.6712580718917395
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,1/8/2019,20:55,Cash,746.0,4.761904762,37.3,9.5,7.459999999999999,0.9523809523809524,0.006079286048768034,0.9523809523809524,0.1276650070241287,7.459999999999999,0.047619047619047616,0.006079286048768034,0.1276650070241287
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,1/5/2019,16:05,Credit card,282.96,4.761904762,14.148,4.4,17.685,0.9523809523809523,0.016027521177484284,0.9523809523809523,0.33657794472716995,17.685,0.047619047619047616,0.016027521177484284,0.33657794472716995
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,1/4/2019,13:34,Ewallet,355.4,4.761904762,17.77,7.0,3.554,0.9523809523809523,0.012760684840689231,0.9523809523809523,0.26797438165447385,3.554,0.047619047619047616,0.012760684840689231,0.26797438165447385
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,3/6/2019,18:13,Ewallet,337.15,4.761904762,16.8575,6.3,13.486,0.9523809523809523,0.013451423379448177,0.9523809523809523,0.2824798909684117,13.486,0.04761904761904762,0.013451423379448177,0.2824798909684117
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.112,44.352,1/3/2019,19:17,Cash,42.24,4.761904762,2.112,9.7,10.56,0.9523809523809526,0.10736617879689757,0.9523809523809526,2.2546897547348483,10.56,0.04761904761904762,0.10736617879689757,2.2546897547348483
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,1/7/2019,11:44,Credit card,193.86,4.761904762,9.693,8.8,2.393333333333333,0.9523809523809524,0.023393930632316894,0.9523809523809524,0.49127254327865477,2.393333333333333,0.047619047619047616,0.023393930632316894,0.49127254327865477
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,1/27/2019,15:51,Cash,24.06,4.761904762,1.203,5.1,6.015,0.9523809523809522,0.1884932415785932,0.9523809523809522,3.9583580731504573,6.015,0.047619047619047616,0.1884932415785932,3.9583580731504573
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2/26/2019,16:52,Ewallet,598.26,4.761904762,29.913,7.9,16.618333333333332,0.9523809523809523,0.007580562618896387,0.9523809523809523,0.15919181499682414,16.618333333333332,0.047619047619047616,0.007580562618896387,0.15919181499682414
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,1/7/2019,20:52,Cash,335.79,4.761904762,16.7895,6.2,6.852857142857142,0.9523809523809524,0.013505903667116213,0.9523809523809524,0.2836239770094404,6.852857142857142,0.04761904761904762,0.013505903667116213,0.2836239770094404
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,1/7/2019,17:36,Cash,218.2,4.761904762,10.91,7.1,2.182,0.9523809523809523,0.020784360185063945,0.9523809523809523,0.43647156388634284,2.182,0.047619047619047616,0.020784360185063945,0.43647156388634284
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2/2/2019,13:23,Ewallet,381.68,4.761904762,19.084,6.4,23.855,0.9523809523809523,0.011882067156730645,0.9523809523809523,0.24952341029134356,23.855,0.047619047619047616,0.011882067156730645,0.24952341029134356
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,745.395,3/20/2019,16:28,Cash,709.9,4.761904762,35.495,5.7,7.098999999999999,0.9523809523809523,0.006388431317623543,0.9523809523809523,0.1341570576700944,7.098999999999999,0.047619047619047616,0.006388431317623543,0.1341570576700944
828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,3/20/2019,19:57,Credit card,440.2,4.761904762,22.01,9.6,4.402,0.9523809523809524,0.010302470223491489,0.9523809523809524,0.2163518746933212,4.402,0.04761904761904762,0.010302470223491489,0.2163518746933212
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2/15/2019,17:01,Credit card,559.68,4.761904762,27.984,6.4,8.745,0.9523809523809523,0.008103107833728118,0.9523809523809523,0.17016526450829045,8.745,0.04761904761904762,0.008103107833728118,0.17016526450829045
